numeroTelefono;dataAttivazione;tipoContratto;statoContratto
39320000547;19/11/2025;CONSUMO;ATTIVO
39320000548;13/11/2021;RICARICA;ATTIVO
39320000549;20/05/2025;CONSUMO;SOSPESO
39320000550;25/11/2022;RICARICA;ATTIVO
39320000551;26/03/2023;CONSUMO;ATTIVO
39320000552;11/10/2025;RICARICA;ATTIVO
39320000553;13/10/2024;CONSUMO;ATTIVO
39320000554;18/02/2023;RICARICA;SOSPESO
39320000555;07/07/2024;CONSUMO;ATTIVO
39320000556;05/04/2025;RICARICA;ATTIVO
39320000557;14/01/2024;CONSUMO;ATTIVO
39320000558;21/05/2021;RICARICA;ATTIVO
39320000559;02/11/2024;CONSUMO;SOSPESO
39320000560;11/04/2022;RICARICA;ATTIVO
39320000561;08/06/2023;CONSUMO;SOSPESO
39320000562;07/04/2025;RICARICA;ATTIVO
39320000563;23/11/2025;CONSUMO;ATTIVO
39320000564;07/12/2021;RICARICA;ATTIVO
39320000565;25/01/2026;CONSUMO;ATTIVO
39320000566;27/10/2022;RICARICA;ATTIVO
39320000567;24/08/2022;CONSUMO;ATTIVO
39320000568;02/06/2023;RICARICA;ATTIVO
39320000569;24/12/2023;CONSUMO;ATTIVO
39320000570;28/10/2024;RICARICA;ATTIVO
39320000571;15/12/2021;CONSUMO;ATTIVO
39320000572;02/06/2024;RICARICA;ATTIVO
39320000573;23/06/2024;CONSUMO;ATTIVO
39320000574;17/10/2023;RICARICA;ATTIVO
39320000575;21/10/2021;CONSUMO;ATTIVO
39320000576;30/07/2024;RICARICA;ATTIVO
39320000577;07/06/2022;CONSUMO;ATTIVO
39320000578;15/01/2026;RICARICA;ATTIVO
39320000579;20/01/2026;CONSUMO;ATTIVO
39320000580;25/01/2024;RICARICA;ATTIVO
39320000581;24/06/2023;CONSUMO;SOSPESO
39320000582;18/04/2024;RICARICA;ATTIVO
39320000583;19/05/2023;CONSUMO;ATTIVO
39320000584;25/07/2023;RICARICA;ATTIVO
39320000585;12/02/2022;CONSUMO;SOSPESO
39320000586;14/10/2025;RICARICA;ATTIVO
39320000587;01/05/2022;CONSUMO;ATTIVO
39320000588;06/01/2023;RICARICA;ATTIVO
39320000589;03/12/2024;CONSUMO;ATTIVO
39320000590;27/08/2025;RICARICA;ATTIVO
39320000591;17/07/2022;CONSUMO;ATTIVO
39320000592;07/11/2025;RICARICA;ATTIVO
39320000593;06/03/2025;CONSUMO;SOSPESO
39320000594;08/02/2026;RICARICA;ATTIVO
39320000595;15/10/2023;CONSUMO;ATTIVO
39320000596;24/01/2026;RICARICA;ATTIVO
39320000597;25/06/2025;CONSUMO;ATTIVO
39320000598;01/07/2025;RICARICA;ATTIVO
39320000599;27/07/2024;CONSUMO;ATTIVO
39320000600;29/05/2022;RICARICA;ATTIVO
39320000601;16/01/2025;CONSUMO;ATTIVO
39320000602;26/10/2024;RICARICA;ATTIVO
39320000603;10/07/2024;CONSUMO;ATTIVO
39320000604;09/07/2024;RICARICA;ATTIVO
39320000605;25/09/2022;CONSUMO;ATTIVO
39320000606;10/03/2021;RICARICA;ATTIVO
39320000607;08/02/2025;CONSUMO;ATTIVO
39320000608;06/02/2026;RICARICA;ATTIVO
39320000609;11/03/2025;CONSUMO;ATTIVO
39320000610;16/02/2022;RICARICA;ATTIVO
39320000611;10/01/2024;CONSUMO;ATTIVO
39320000612;20/01/2023;RICARICA;ATTIVO
39320000613;14/02/2026;CONSUMO;ATTIVO
39320000614;03/12/2021;RICARICA;ATTIVO
39320000615;16/08/2025;CONSUMO;SOSPESO
39320000616;10/07/2025;RICARICA;ATTIVO
39320000617;18/11/2025;CONSUMO;ATTIVO
39320000618;24/08/2021;RICARICA;ATTIVO
39320000619;04/06/2021;CONSUMO;ATTIVO
39320000620;08/04/2022;RICARICA;ATTIVO
39320000621;23/01/2025;CONSUMO;ATTIVO
39320000622;25/03/2023;RICARICA;SOSPESO
39320000623;06/07/2025;CONSUMO;ATTIVO
39320000624;04/07/2021;RICARICA;ATTIVO
39320000625;29/01/2021;CONSUMO;ATTIVO
39320000626;11/09/2021;RICARICA;ATTIVO
39320000627;09/10/2024;CONSUMO;ATTIVO
39320000628;21/06/2022;RICARICA;ATTIVO
39320000629;12/08/2025;CONSUMO;ATTIVO
39320000630;31/01/2023;RICARICA;ATTIVO
39320000631;24/04/2022;CONSUMO;ATTIVO
39320000632;22/06/2024;RICARICA;ATTIVO
39320000633;24/02/2024;CONSUMO;ATTIVO
39320000634;03/06/2024;RICARICA;ATTIVO
39320000635;10/05/2021;CONSUMO;ATTIVO
39320000636;09/08/2023;RICARICA;ATTIVO
39320000637;11/09/2022;CONSUMO;ATTIVO
39320000638;27/08/2021;RICARICA;ATTIVO
39320000639;18/03/2021;CONSUMO;ATTIVO
39320000640;06/10/2023;RICARICA;ATTIVO
39320000641;26/04/2022;CONSUMO;ATTIVO
39320000642;05/10/2021;RICARICA;ATTIVO
39320000643;30/01/2023;CONSUMO;ATTIVO
39320000644;02/03/2025;RICARICA;ATTIVO
39320000645;12/01/2024;CONSUMO;ATTIVO
39320000646;01/03/2025;RICARICA;ATTIVO
39320000647;19/12/2025;CONSUMO;ATTIVO
39320000648;22/07/2021;RICARICA;ATTIVO
39320000649;14/06/2024;CONSUMO;ATTIVO
39320000650;27/07/2022;RICARICA;ATTIVO
39320000651;29/01/2023;CONSUMO;ATTIVO
39320000652;30/06/2023;RICARICA;SOSPESO
39320000653;18/10/2025;CONSUMO;ATTIVO
39320000654;05/11/2024;RICARICA;ATTIVO
39320000655;21/01/2026;CONSUMO;SOSPESO
39320000656;05/01/2023;RICARICA;ATTIVO
39320000657;20/07/2022;CONSUMO;ATTIVO
39320000658;08/09/2021;RICARICA;SOSPESO
39320000659;15/08/2025;CONSUMO;ATTIVO
39320000660;19/09/2024;RICARICA;ATTIVO
39320000661;02/08/2024;CONSUMO;ATTIVO
39320000662;13/02/2021;RICARICA;ATTIVO
39320000663;15/11/2022;CONSUMO;ATTIVO
39320000664;15/09/2021;RICARICA;ATTIVO
39320000665;25/02/2022;CONSUMO;ATTIVO
39320000666;17/04/2025;RICARICA;ATTIVO
39320000667;15/04/2024;CONSUMO;ATTIVO
39320000668;17/11/2025;RICARICA;ATTIVO
39320000669;05/05/2025;CONSUMO;ATTIVO
39320000670;19/01/2026;RICARICA;ATTIVO
39320000671;22/07/2022;CONSUMO;ATTIVO
39320000672;24/10/2021;RICARICA;SOSPESO
39320000673;12/01/2024;CONSUMO;ATTIVO
39320000674;24/12/2021;RICARICA;ATTIVO
39320000675;10/11/2025;CONSUMO;ATTIVO
39320000676;31/01/2021;RICARICA;ATTIVO
39320000677;03/06/2025;CONSUMO;ATTIVO
39320000678;26/10/2022;RICARICA;ATTIVO
39320000679;28/06/2022;CONSUMO;ATTIVO
39320000680;28/02/2025;RICARICA;ATTIVO
39320000681;21/08/2021;CONSUMO;ATTIVO
39320000682;03/09/2023;RICARICA;ATTIVO
39320000683;12/01/2023;CONSUMO;ATTIVO
39320000684;12/08/2021;RICARICA;ATTIVO
39320000685;30/03/2022;CONSUMO;SOSPESO
39320000686;30/03/2021;RICARICA;ATTIVO
39320000687;05/02/2026;CONSUMO;ATTIVO
39320000688;04/12/2023;RICARICA;ATTIVO
39320000689;10/08/2024;CONSUMO;SOSPESO
39320000690;05/05/2021;RICARICA;SOSPESO
39320000691;02/10/2025;CONSUMO;ATTIVO
39320000692;06/11/2024;RICARICA;ATTIVO
39320000693;29/12/2024;CONSUMO;ATTIVO
39320000694;31/05/2021;RICARICA;ATTIVO
39320000695;22/10/2022;CONSUMO;ATTIVO
39320000696;15/05/2021;RICARICA;ATTIVO
39320000697;02/07/2024;CONSUMO;ATTIVO
39320000698;29/01/2024;RICARICA;ATTIVO
39320000699;20/02/2023;CONSUMO;SOSPESO
39320000700;23/12/2023;RICARICA;ATTIVO
39320000701;02/11/2023;CONSUMO;ATTIVO
39320000702;23/07/2021;RICARICA;ATTIVO
39320000703;23/08/2021;CONSUMO;ATTIVO
39320000704;26/08/2024;RICARICA;ATTIVO
39320000705;04/02/2024;CONSUMO;ATTIVO
39320000706;17/03/2022;RICARICA;ATTIVO
39320000707;24/12/2025;CONSUMO;ATTIVO
39320000708;26/11/2022;RICARICA;ATTIVO
39320000709;28/03/2023;CONSUMO;ATTIVO
39320000710;14/07/2021;RICARICA;ATTIVO
39320000711;03/10/2022;CONSUMO;ATTIVO
39320000712;06/02/2023;RICARICA;SOSPESO
39320000713;07/11/2024;CONSUMO;SOSPESO
39320000714;18/05/2021;RICARICA;ATTIVO
39320000715;24/06/2021;CONSUMO;ATTIVO
39320000716;17/07/2021;RICARICA;ATTIVO
39320000717;03/02/2023;CONSUMO;ATTIVO
39320000718;14/02/2024;RICARICA;ATTIVO
39320000719;25/02/2024;CONSUMO;ATTIVO
39320000720;04/10/2024;RICARICA;ATTIVO
39320000721;26/12/2022;CONSUMO;ATTIVO
39320000722;17/03/2025;RICARICA;ATTIVO
39320000723;19/02/2026;CONSUMO;ATTIVO
39320000724;13/08/2022;RICARICA;ATTIVO
39320000725;22/12/2022;CONSUMO;ATTIVO
39320000726;06/11/2023;RICARICA;ATTIVO
39320000727;06/09/2024;CONSUMO;ATTIVO
39320000728;02/10/2025;RICARICA;ATTIVO
39320000729;28/09/2025;CONSUMO;ATTIVO
39320000730;24/08/2021;RICARICA;ATTIVO
39320000731;21/03/2024;CONSUMO;ATTIVO
39320000732;29/05/2023;RICARICA;ATTIVO
39320000733;21/04/2025;CONSUMO;ATTIVO
39320000734;10/06/2024;RICARICA;ATTIVO
39320000735;15/02/2024;CONSUMO;ATTIVO
39320000736;09/09/2024;RICARICA;ATTIVO
39320000737;02/07/2022;CONSUMO;ATTIVO
39320000738;14/07/2022;RICARICA;ATTIVO
39320000739;25/09/2022;CONSUMO;SOSPESO
39320000740;20/12/2022;RICARICA;ATTIVO
39320000741;17/11/2025;CONSUMO;ATTIVO
39320000742;08/09/2024;RICARICA;ATTIVO
39320000743;18/10/2021;CONSUMO;ATTIVO
39320000744;04/03/2021;RICARICA;ATTIVO
39320000745;23/12/2023;CONSUMO;ATTIVO
39320000746;10/05/2023;RICARICA;ATTIVO
39320000747;19/11/2021;CONSUMO;ATTIVO
39320000748;17/01/2025;RICARICA;ATTIVO
39320000749;08/03/2024;CONSUMO;ATTIVO
39320000750;15/12/2025;RICARICA;ATTIVO
39320000751;19/11/2021;CONSUMO;ATTIVO
39320000752;12/04/2021;RICARICA;ATTIVO
39320000753;12/07/2022;CONSUMO;ATTIVO
39320000754;19/05/2023;RICARICA;ATTIVO
39320000755;25/06/2023;CONSUMO;ATTIVO
39320000756;18/03/2022;RICARICA;ATTIVO
39320000757;22/08/2021;CONSUMO;ATTIVO
39320000758;16/08/2021;RICARICA;ATTIVO
39320000759;21/10/2024;CONSUMO;ATTIVO
39320000760;16/12/2023;RICARICA;ATTIVO
39320000761;04/04/2021;CONSUMO;ATTIVO
39320000762;12/05/2024;RICARICA;ATTIVO
39320000763;23/02/2022;CONSUMO;ATTIVO
39320000764;09/03/2022;RICARICA;ATTIVO
39320000765;15/04/2025;CONSUMO;ATTIVO
39320000766;03/11/2022;RICARICA;ATTIVO
39320000767;16/10/2023;CONSUMO;ATTIVO
39320000768;26/12/2021;RICARICA;ATTIVO
39320000769;27/12/2023;CONSUMO;ATTIVO
39320000770;22/10/2023;RICARICA;ATTIVO
39320000771;30/09/2024;CONSUMO;ATTIVO
39320000772;28/05/2021;RICARICA;ATTIVO
39320000773;28/02/2025;CONSUMO;ATTIVO
39320000774;08/02/2021;RICARICA;ATTIVO
39320000775;09/06/2021;CONSUMO;ATTIVO
39320000776;25/03/2024;RICARICA;ATTIVO
39320000777;09/04/2023;CONSUMO;ATTIVO
39320000778;06/05/2023;RICARICA;ATTIVO
39320000779;10/04/2023;CONSUMO;ATTIVO
39320000780;28/10/2022;RICARICA;ATTIVO
39320000781;19/06/2024;CONSUMO;ATTIVO
39320000782;13/11/2024;RICARICA;ATTIVO
39320000783;30/06/2021;CONSUMO;ATTIVO
39320000784;05/08/2021;RICARICA;ATTIVO
39320000785;21/04/2024;CONSUMO;ATTIVO
39320000786;11/06/2021;RICARICA;ATTIVO
39320000787;28/09/2022;CONSUMO;ATTIVO
39320000788;30/03/2022;RICARICA;ATTIVO
39320000789;11/12/2021;CONSUMO;ATTIVO
39320000790;20/07/2024;RICARICA;ATTIVO
39320000791;11/11/2023;CONSUMO;ATTIVO
39320000792;09/05/2025;RICARICA;ATTIVO
39320000793;29/01/2025;CONSUMO;SOSPESO
39320000794;14/08/2024;RICARICA;ATTIVO
39320000795;29/04/2022;CONSUMO;ATTIVO
39320000796;09/06/2022;RICARICA;ATTIVO
39320000797;18/05/2024;CONSUMO;ATTIVO
39320000798;04/04/2025;RICARICA;ATTIVO
39320000799;29/12/2021;CONSUMO;SOSPESO
39320000800;10/07/2024;RICARICA;ATTIVO
39320000801;26/03/2025;CONSUMO;ATTIVO
39320000802;01/04/2024;RICARICA;ATTIVO
39320000803;08/03/2026;CONSUMO;ATTIVO
39320000804;09/08/2024;RICARICA;ATTIVO
39320000805;03/07/2024;CONSUMO;ATTIVO
39320000806;08/07/2024;RICARICA;ATTIVO
39320000807;20/06/2023;CONSUMO;ATTIVO
39320000808;25/06/2023;RICARICA;ATTIVO
39320000809;19/06/2025;CONSUMO;ATTIVO
39320000810;26/04/2021;RICARICA;ATTIVO
39320000811;01/06/2021;CONSUMO;ATTIVO
39320000812;15/07/2023;RICARICA;ATTIVO
39320000813;26/01/2023;CONSUMO;ATTIVO
39320000814;07/06/2021;RICARICA;ATTIVO
39320000815;18/10/2025;CONSUMO;ATTIVO
39320000816;01/05/2024;RICARICA;ATTIVO
39320000817;06/08/2023;CONSUMO;ATTIVO
39320000818;10/06/2025;RICARICA;ATTIVO
39320000819;26/03/2021;CONSUMO;ATTIVO
39320000820;17/07/2025;RICARICA;ATTIVO
39320000821;21/01/2022;CONSUMO;ATTIVO
39320000822;02/09/2023;RICARICA;ATTIVO
39320000823;07/05/2021;CONSUMO;ATTIVO
39320000824;19/07/2025;RICARICA;ATTIVO
39320000825;05/12/2022;CONSUMO;SOSPESO
39320000826;22/06/2021;RICARICA;ATTIVO
39320000827;20/12/2021;CONSUMO;ATTIVO
39320000828;20/12/2024;RICARICA;ATTIVO
39320000829;19/06/2023;CONSUMO;ATTIVO
39320000830;02/06/2024;RICARICA;ATTIVO
39320000831;03/02/2023;CONSUMO;ATTIVO
39320000832;05/03/2023;RICARICA;ATTIVO
39320000833;24/11/2022;CONSUMO;ATTIVO
39320000834;18/04/2021;RICARICA;ATTIVO
39320000835;18/08/2024;CONSUMO;ATTIVO
39320000836;07/11/2022;RICARICA;ATTIVO
39320000837;21/10/2024;CONSUMO;ATTIVO
39320000838;01/06/2022;RICARICA;ATTIVO
39320000839;06/09/2024;CONSUMO;SOSPESO
39320000840;19/05/2024;RICARICA;ATTIVO
39320000841;14/11/2022;CONSUMO;ATTIVO
39320000842;21/09/2024;RICARICA;ATTIVO
39320000843;18/12/2022;CONSUMO;ATTIVO
39320000844;05/09/2024;RICARICA;ATTIVO
39320000845;14/03/2023;CONSUMO;ATTIVO
39320000846;22/12/2024;RICARICA;SOSPESO
39320000847;27/09/2022;CONSUMO;ATTIVO
39320000848;10/08/2024;RICARICA;ATTIVO
39320000849;24/07/2025;CONSUMO;ATTIVO
39320000850;10/12/2024;RICARICA;ATTIVO
39320000851;22/02/2025;CONSUMO;SOSPESO
39320000852;12/02/2026;RICARICA;ATTIVO
39320000853;16/08/2024;CONSUMO;ATTIVO
39320000854;08/11/2023;RICARICA;ATTIVO
39320000855;13/01/2023;CONSUMO;ATTIVO
39320000856;15/03/2022;RICARICA;ATTIVO
39320000857;19/04/2025;CONSUMO;ATTIVO
39320000858;09/04/2022;RICARICA;SOSPESO
39320000859;14/11/2021;CONSUMO;ATTIVO
39320000860;26/09/2025;RICARICA;ATTIVO
39320000861;06/11/2023;CONSUMO;ATTIVO
39320000862;07/09/2025;RICARICA;ATTIVO
39320000863;15/12/2023;CONSUMO;ATTIVO
39320000864;21/11/2022;RICARICA;ATTIVO
39320000865;19/06/2024;CONSUMO;ATTIVO
39320000866;11/02/2023;RICARICA;ATTIVO
39320000867;06/01/2022;CONSUMO;ATTIVO
39320000868;29/04/2025;RICARICA;ATTIVO
39320000869;23/01/2026;CONSUMO;ATTIVO
39320000870;16/06/2023;RICARICA;ATTIVO
39320000871;17/01/2023;CONSUMO;ATTIVO
39320000872;02/05/2022;RICARICA;SOSPESO
39320000873;04/06/2024;CONSUMO;ATTIVO
39320000874;14/03/2025;RICARICA;ATTIVO
39320000875;25/04/2022;CONSUMO;ATTIVO
39320000876;26/09/2022;RICARICA;SOSPESO
39320000877;26/05/2025;CONSUMO;ATTIVO
39320000878;07/09/2025;RICARICA;ATTIVO
39320000879;21/10/2024;CONSUMO;SOSPESO
39320000880;22/06/2023;RICARICA;ATTIVO
39320000881;01/08/2022;CONSUMO;ATTIVO
39320000882;27/10/2023;RICARICA;ATTIVO
39320000883;28/11/2021;CONSUMO;ATTIVO
39320000884;29/06/2025;RICARICA;ATTIVO
39320000885;23/11/2025;CONSUMO;ATTIVO
39320000886;06/08/2024;RICARICA;ATTIVO
39320000887;31/01/2023;CONSUMO;ATTIVO
39320000888;30/07/2021;RICARICA;ATTIVO
39320000889;23/11/2023;CONSUMO;ATTIVO
39320000890;07/08/2022;RICARICA;ATTIVO
39320000891;25/11/2021;CONSUMO;ATTIVO
39320000892;29/01/2026;RICARICA;ATTIVO
39320000893;29/08/2025;CONSUMO;ATTIVO
39320000894;08/02/2026;RICARICA;ATTIVO
39320000895;13/07/2023;CONSUMO;ATTIVO
39320000896;24/02/2021;RICARICA;ATTIVO
39320000897;23/03/2023;CONSUMO;ATTIVO
39320000898;28/04/2022;RICARICA;ATTIVO
39320000899;17/06/2021;CONSUMO;ATTIVO
39320000900;27/02/2021;RICARICA;ATTIVO
39320000901;22/07/2021;CONSUMO;ATTIVO
39320000902;24/08/2024;RICARICA;ATTIVO
39320000903;27/10/2021;CONSUMO;ATTIVO
39320000904;11/08/2022;RICARICA;ATTIVO
39320000905;26/08/2023;CONSUMO;ATTIVO
39320000906;12/10/2021;RICARICA;ATTIVO
39320000907;19/08/2023;CONSUMO;ATTIVO
39320000908;11/01/2021;RICARICA;ATTIVO
39320000909;08/02/2021;CONSUMO;ATTIVO
39320000910;07/09/2025;RICARICA;ATTIVO
39320000911;29/01/2025;CONSUMO;ATTIVO
39320000912;17/05/2023;RICARICA;ATTIVO
39320000913;14/08/2022;CONSUMO;ATTIVO
39320000914;07/09/2021;RICARICA;ATTIVO
39320000915;10/05/2023;CONSUMO;ATTIVO
39320000916;29/06/2024;RICARICA;ATTIVO
39320000917;16/08/2021;CONSUMO;ATTIVO
39320000918;21/10/2023;RICARICA;ATTIVO
39320000919;03/02/2021;CONSUMO;ATTIVO
39320000920;23/03/2024;RICARICA;ATTIVO
39320000921;22/10/2021;CONSUMO;ATTIVO
39320000922;04/01/2021;RICARICA;ATTIVO
39320000923;08/05/2022;CONSUMO;ATTIVO
39320000924;19/01/2022;RICARICA;ATTIVO
39320000925;25/06/2021;CONSUMO;ATTIVO
39320000926;09/01/2023;RICARICA;ATTIVO
39320000927;14/12/2023;CONSUMO;ATTIVO
39320000928;30/05/2025;RICARICA;SOSPESO
39320000929;09/02/2024;CONSUMO;ATTIVO
39320000930;24/11/2025;RICARICA;ATTIVO
39320000931;25/07/2024;CONSUMO;ATTIVO
39320000932;04/02/2023;RICARICA;ATTIVO
39320000933;03/02/2021;CONSUMO;ATTIVO
39320000934;19/05/2021;RICARICA;ATTIVO
39320000935;10/02/2025;CONSUMO;ATTIVO
39320000936;01/08/2021;RICARICA;ATTIVO
39320000937;14/02/2025;CONSUMO;ATTIVO
39320000938;01/10/2021;RICARICA;ATTIVO
39320000939;24/01/2024;CONSUMO;ATTIVO
39320000940;09/08/2024;RICARICA;ATTIVO
39320000941;15/05/2025;CONSUMO;ATTIVO
39320000942;25/11/2024;RICARICA;ATTIVO
39320000943;09/01/2022;CONSUMO;ATTIVO
39320000944;10/05/2021;RICARICA;ATTIVO
39320000945;27/07/2023;CONSUMO;ATTIVO
39320000946;17/02/2022;RICARICA;ATTIVO
39320000947;13/02/2022;CONSUMO;ATTIVO
39320000948;09/10/2022;RICARICA;SOSPESO
39320000949;22/11/2023;CONSUMO;ATTIVO
39320000950;28/07/2025;RICARICA;ATTIVO
39320000951;03/06/2022;CONSUMO;ATTIVO
39320000952;17/08/2024;RICARICA;ATTIVO
39320000953;02/01/2023;CONSUMO;ATTIVO
39320000954;08/04/2021;RICARICA;ATTIVO
39320000955;11/11/2022;CONSUMO;ATTIVO
39320000956;26/06/2025;RICARICA;ATTIVO
39320000957;27/12/2025;CONSUMO;ATTIVO
39320000958;20/06/2023;RICARICA;ATTIVO
39320000959;03/03/2023;CONSUMO;ATTIVO
39320000960;18/01/2022;RICARICA;ATTIVO
39320000961;16/10/2023;CONSUMO;ATTIVO
39320000962;21/06/2025;RICARICA;ATTIVO
39320000963;29/06/2025;CONSUMO;ATTIVO
39320000964;20/05/2023;RICARICA;ATTIVO
39320000965;18/05/2024;CONSUMO;SOSPESO
39320000966;05/01/2022;RICARICA;ATTIVO
39320000967;20/10/2022;CONSUMO;ATTIVO
39320000968;03/11/2022;RICARICA;ATTIVO
39320000969;20/09/2022;CONSUMO;ATTIVO
39320000970;09/01/2025;RICARICA;ATTIVO
39320000971;13/11/2024;CONSUMO;ATTIVO
39320000972;05/07/2023;RICARICA;ATTIVO
39320000973;17/11/2025;CONSUMO;ATTIVO
39320000974;13/06/2024;RICARICA;SOSPESO
39320000975;17/07/2022;CONSUMO;ATTIVO
39320000976;09/06/2025;RICARICA;SOSPESO
39320000977;03/06/2021;CONSUMO;ATTIVO
39320000978;12/04/2023;RICARICA;ATTIVO
39320000979;29/06/2025;CONSUMO;ATTIVO
39320000980;24/11/2021;RICARICA;SOSPESO
39320000981;20/10/2021;CONSUMO;ATTIVO
39320000982;20/10/2024;RICARICA;ATTIVO
39320000983;13/03/2021;CONSUMO;ATTIVO
39320000984;29/04/2022;RICARICA;ATTIVO
39320000985;21/01/2023;CONSUMO;ATTIVO
39320000986;07/03/2024;RICARICA;ATTIVO
39320000987;11/11/2021;CONSUMO;ATTIVO
39320000988;30/01/2023;RICARICA;ATTIVO
39320000989;12/04/2025;CONSUMO;ATTIVO
39320000990;09/10/2021;RICARICA;ATTIVO
39320000991;27/03/2023;CONSUMO;ATTIVO
39320000992;25/07/2022;RICARICA;ATTIVO
39320000993;21/08/2021;CONSUMO;ATTIVO
39320000994;17/01/2022;RICARICA;ATTIVO
39320000995;04/03/2023;CONSUMO;ATTIVO
39320000996;30/08/2021;RICARICA;ATTIVO
39320000997;18/06/2022;CONSUMO;ATTIVO
39320000998;16/03/2022;RICARICA;SOSPESO
39320000999;08/08/2022;CONSUMO;ATTIVO
39320001000;03/10/2023;RICARICA;ATTIVO
39320001001;05/10/2021;CONSUMO;ATTIVO
39320001002;15/07/2023;RICARICA;ATTIVO
39320001003;31/12/2024;CONSUMO;ATTIVO
39320001004;29/06/2021;RICARICA;ATTIVO
39320001005;28/09/2025;CONSUMO;SOSPESO
39320001006;29/09/2024;RICARICA;ATTIVO
39320001007;13/05/2021;CONSUMO;ATTIVO
39320001008;18/08/2022;RICARICA;ATTIVO
39320001009;10/10/2025;CONSUMO;ATTIVO
39320001010;24/12/2024;RICARICA;SOSPESO
39320001011;30/07/2024;CONSUMO;ATTIVO
39320001012;11/01/2023;RICARICA;ATTIVO
39320001013;06/09/2021;CONSUMO;SOSPESO
39320001014;11/06/2025;RICARICA;ATTIVO
39320001015;07/06/2025;CONSUMO;ATTIVO
39320001016;10/01/2023;RICARICA;ATTIVO
39320001017;26/01/2023;CONSUMO;ATTIVO
39320001018;04/02/2024;RICARICA;ATTIVO
39320001019;16/12/2025;CONSUMO;ATTIVO
39320001020;26/09/2022;RICARICA;ATTIVO
39320001021;08/01/2025;CONSUMO;ATTIVO
39320001022;13/12/2023;RICARICA;ATTIVO
39320001023;19/04/2023;CONSUMO;ATTIVO
39320001024;01/06/2021;RICARICA;ATTIVO
39320001025;12/10/2022;CONSUMO;ATTIVO
39320001026;11/07/2023;RICARICA;ATTIVO
39320001027;26/11/2023;CONSUMO;ATTIVO
39320001028;04/12/2025;RICARICA;ATTIVO
39320001029;04/02/2024;CONSUMO;ATTIVO
39320001030;08/01/2022;RICARICA;ATTIVO
39320001031;22/09/2021;CONSUMO;ATTIVO
39320001032;09/02/2026;RICARICA;ATTIVO
39320001033;30/08/2025;CONSUMO;ATTIVO
39320001034;10/11/2021;RICARICA;ATTIVO
39320001035;28/11/2021;CONSUMO;ATTIVO
39320001036;23/12/2024;RICARICA;ATTIVO
39320001037;29/11/2023;CONSUMO;ATTIVO
39320001038;29/09/2025;RICARICA;ATTIVO
39320001039;07/02/2022;CONSUMO;ATTIVO
39320001040;03/02/2024;RICARICA;ATTIVO
39320001041;04/07/2024;CONSUMO;ATTIVO
39320001042;29/12/2023;RICARICA;ATTIVO
39320001043;05/08/2024;CONSUMO;ATTIVO
39320001044;04/04/2024;RICARICA;ATTIVO
39320001045;11/09/2024;CONSUMO;ATTIVO
39320001046;22/01/2026;RICARICA;ATTIVO
39320001047;22/09/2025;CONSUMO;SOSPESO
39320001048;26/03/2021;RICARICA;ATTIVO
39320001049;28/02/2021;CONSUMO;ATTIVO
39320001050;06/08/2024;RICARICA;ATTIVO
39320001051;27/06/2022;CONSUMO;ATTIVO
39320001052;20/04/2025;RICARICA;ATTIVO
39320001053;19/06/2024;CONSUMO;ATTIVO
39320001054;17/10/2023;RICARICA;ATTIVO
39320001055;23/01/2024;CONSUMO;ATTIVO
39320001056;11/09/2022;RICARICA;ATTIVO
39320001057;07/07/2025;CONSUMO;ATTIVO
39320001058;12/04/2023;RICARICA;ATTIVO
39320001059;30/05/2021;CONSUMO;ATTIVO
39320001060;20/11/2021;RICARICA;ATTIVO
39320001061;19/09/2023;CONSUMO;ATTIVO
39320001062;28/11/2022;RICARICA;ATTIVO
39320001063;03/10/2022;CONSUMO;ATTIVO
39320001064;16/10/2022;RICARICA;ATTIVO
39320001065;29/10/2025;CONSUMO;ATTIVO
39320001066;28/03/2023;RICARICA;ATTIVO
39320001067;29/01/2023;CONSUMO;ATTIVO
39320001068;06/08/2021;RICARICA;ATTIVO
39320001069;14/08/2023;CONSUMO;ATTIVO
39320001070;10/07/2023;RICARICA;ATTIVO
39320001071;18/07/2021;CONSUMO;ATTIVO
39320001072;26/02/2023;RICARICA;ATTIVO
39320001073;07/05/2023;CONSUMO;ATTIVO
39320001074;08/11/2025;RICARICA;ATTIVO
39320001075;25/07/2025;CONSUMO;ATTIVO
39320001076;29/03/2024;RICARICA;ATTIVO
39320001077;24/01/2022;CONSUMO;ATTIVO
39320001078;18/10/2023;RICARICA;SOSPESO
39320001079;15/08/2023;CONSUMO;ATTIVO
39320001080;24/09/2022;RICARICA;ATTIVO
39320001081;04/07/2021;CONSUMO;SOSPESO
39320001082;02/11/2023;RICARICA;ATTIVO
39320001083;09/05/2022;CONSUMO;ATTIVO
39320001084;24/12/2022;RICARICA;ATTIVO
39320001085;31/07/2022;CONSUMO;ATTIVO
39320001086;13/12/2025;RICARICA;ATTIVO
39320001087;09/10/2024;CONSUMO;ATTIVO
39320001088;05/01/2024;RICARICA;ATTIVO
39320001089;09/08/2021;CONSUMO;ATTIVO
39320001090;13/12/2025;RICARICA;ATTIVO
39320001091;20/01/2023;CONSUMO;ATTIVO
39320001092;20/01/2023;RICARICA;ATTIVO
39320001093;15/04/2021;CONSUMO;ATTIVO
